"","accession","found_taxa","rank","common_name","taxa_verbatim","ncbi_sp","worms_match","worms_aphiaid","status","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid","ncbi_taxonomy_2"
"100","MW630295","Acanthochromis polyacanthus","species",NA,"Acanthochromis polyacanthus","Acanthochromis polyacanthus","Acanthochromis polyacanthus",279469,"accepted","(Bleeker, 1855)","Eukaryota","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Acanthochromis","0","0",NA,NA
"101","MN998653","Acanthochromis polyacanthus","species",NA,"Acanthochromis polyacanthus","Acanthochromis polyacanthus","Acanthochromis polyacanthus",279469,"accepted","(Bleeker, 1855)","Eukaryota","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Acanthochromis","0","0",NA,NA
"102","AY098622","Acanthochromis polyacanthus","species",NA,"Acanthochromis polyacanthus","Acanthochromis polyacanthus","Acanthochromis polyacanthus",279469,"accepted","(Bleeker, 1855)","Eukaryota","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Acanthochromis","0","0",NA,NA
"103","AF081217","Acanthochromis polyacanthus","species",NA,"Acanthochromis polyacanthus","Acanthochromis polyacanthus","Acanthochromis polyacanthus",279469,"accepted","(Bleeker, 1855)","Eukaryota","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Acanthochromis","0","0",NA,NA
"104","LC278119","Acanthochromis polyacanthus","species",NA,"Acanthochromis polyacanthus","Acanthochromis polyacanthus","Acanthochromis polyacanthus",279469,"accepted","(Bleeker, 1855)","Eukaryota","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Acanthochromis","0","0",NA,NA
"105","AP011405","Acanthocobitis","genus",NA,"Acanthocobitis sp. Puma Loach","Acanthocobitis","Acanthocobitis",268188,"accepted","Peters, 1861","Eukaryota","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Acanthocobitis","1","0",NA,NA
"106","AP013299","Acanthocobitis","genus",NA,"Acanthocobitis sp. CBM-ZF-12678","Acanthocobitis","Acanthocobitis",268188,"accepted","Peters, 1861","Eukaryota","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Acanthocobitis","1","0",NA,NA
"107","AP012138","Paracanthocobitis botia","species",NA,"Acanthocobitis botia","Acanthocobitis botia","Acanthocobitis botia",1805571,"superseded combination","(Hamilton, 1822)","Eukaryota","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Acanthocobitis","1","0",NA,NA
"108","AP012139","Paracanthocobitis botia","species",NA,"Acanthocobitis botia","Acanthocobitis botia","Acanthocobitis botia",1805571,"superseded combination","(Hamilton, 1822)","Eukaryota","Chordata","Teleostei","Cypriniformes","Nemacheilidae","Acanthocobitis","1","0",NA,NA
"109","DQ854648","Acanthocybium solandri","species",NA,"Acanthocybium solandri","Acanthocybium solandri","Acanthocybium solandri",127014,"accepted","(Cuvier, 1832)","Eukaryota","Chordata","Teleostei","Scombriformes","Scombridae","Acanthocybium","0","0",NA,NA
"110","AF197152","Acanthocybium solandri","species",NA,"Acanthocybium solandri","Acanthocybium solandri","Acanthocybium solandri",127014,"accepted","(Cuvier, 1832)","Eukaryota","Chordata","Teleostei","Scombriformes","Scombridae","Acanthocybium","0","0",NA,NA
"111","OQ303712","Acanthocybium solandri","species",NA,"Acanthocybium solandri","Acanthocybium solandri","Acanthocybium solandri",127014,"accepted","(Cuvier, 1832)","Eukaryota","Chordata","Teleostei","Scombriformes","Scombridae","Acanthocybium","0","0",NA,NA
"112","JX899743","Acanthodoras cataphractus","species",NA,"Acanthodoras cataphractus","Acanthodoras cataphractus","Acanthodoras cataphractus",1021601,"accepted","(Linnaeus, 1758)","Eukaryota","Chordata","Teleostei","Siluriformes","Doradidae","Acanthodoras","1","0",NA,NA
"113","AY264120","Acanthodoras cataphractus","species",NA,"Acanthodoras cataphractus","Acanthodoras cataphractus","Acanthodoras cataphractus",1021601,"accepted","(Linnaeus, 1758)","Eukaryota","Chordata","Teleostei","Siluriformes","Doradidae","Acanthodoras","1","0",NA,NA
"114","AY264119","Acanthodoras spinosissimus","species",NA,"Acanthodoras spinosissimus","Acanthodoras spinosissimus","Acanthodoras spinosissimus",1019764,"accepted","(Eigenmann & Eigenmann, 1888)","Eukaryota","Chordata","Teleostei","Siluriformes","Doradidae","Acanthodoras","1","0",NA,NA
"115","MF787799","Acanthogobio guentheri","species",NA,"Acanthogobio guentheri","Acanthogobio guentheri","Acanthogobio guentheri",1019534,"accepted","Herzenstein, 1892","Eukaryota","Chordata","Teleostei","Cypriniformes","Gobionidae","Acanthogobio","1","0",NA,NA
"116","KM030429","Acanthogobius","genus",NA,"Acanthogobius sp. 'elongata'","Acanthogobius","Acanthogobius",268191,"accepted","Gill, 1859","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"117","OQ793770","Acanthogobius flavimanus","species","Yellowfin goby","Acanthogobius flavimanus","Acanthogobius flavimanus","Acanthogobius flavimanus",279475,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"118","MT210646","Acanthogobius flavimanus","species","Yellowfin goby","Acanthogobius flavimanus","Acanthogobius flavimanus","Acanthogobius flavimanus",279475,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"119","OQ846301","Acanthogobius flavimanus","species","Yellowfin goby","Acanthogobius flavimanus","Acanthogobius flavimanus","Acanthogobius flavimanus",279475,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"120","LC458189","Acanthogobius flavimanus","species","Yellowfin goby","Acanthogobius flavimanus","Acanthogobius flavimanus","Acanthogobius flavimanus",279475,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"121","LC717550","Acanthogobius hasta","species",NA,"Acanthogobius hasta","Acanthogobius hasta","Acanthogobius hasta",279476,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"122","KJ958906","Acanthogobius hasta","species",NA,"Acanthogobius hasta","Acanthogobius hasta","Acanthogobius hasta",279476,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"123","MK253669","Acanthogobius hasta","species",NA,"Acanthogobius hasta","Acanthogobius hasta","Acanthogobius hasta",279476,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"124","AY486321","Acanthogobius hasta","species",NA,"Acanthogobius hasta","Acanthogobius hasta","Acanthogobius hasta",279476,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"125","MZ900970","Acanthogobius hasta","species",NA,"Acanthogobius hasta","Acanthogobius hasta","Acanthogobius hasta",279476,"accepted","(Temminck & Schlegel, 1845)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"126","LC579284","Acanthogobius insularis","species",NA,"Acanthogobius insularis","Acanthogobius insularis","Acanthogobius insularis",1010684,"accepted","Shibukawa & Taki, 1996","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"127","LC738816","Acanthogobius lactipes","species",NA,"Acanthogobius lactipes","Acanthogobius lactipes","Acanthogobius lactipes",279477,"accepted","(Hilgendorf, 1879)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"128","LC649165","Acanthogobius lactipes","species",NA,"Acanthogobius lactipes","Acanthogobius lactipes","Acanthogobius lactipes",279477,"accepted","(Hilgendorf, 1879)","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"129","KM030432","Acanthogobius luridus","species",NA,"Acanthogobius luridus","Acanthogobius luridus","Acanthogobius luridus",279478,"accepted","Ni & Wu, 1985","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"130","MT258987","Acanthogobius stigmothonus","species",NA,"Acanthogobius stigmothonus","Acanthogobius stigmothonus","Acanthogobius stigmothonus",1460852,"accepted","Richardson, 1845","Eukaryota","Chordata","Teleostei","Gobiiformes","Gobiidae","Acanthogobius","0","0",NA,NA
"131","KY815234","Acantholabrus palloni","species",NA,"Acantholabrus palloni","Acantholabrus palloni","Acantholabrus palloni",126957,"accepted","(Risso, 1810)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Acantholabrus","0","0",NA,NA
"132","OR482551","Acantholumpenus mackayi","species",NA,"Acantholumpenus mackayi","Acantholumpenus mackayi","Acantholumpenus mackayi",249703,"accepted","(Gilbert, 1896)","Eukaryota","Chordata","Teleostei","Perciformes","Lumpenidae","Acantholumpenus","0","0",NA,NA
"133","OR815426","Acanthonus armatus","species",NA,"Acanthonus armatus","Acanthonus armatus","Acanthonus armatus",158998,"accepted","Günther, 1878","Eukaryota","Chordata","Teleostei","Ophidiiformes","Acanthonidae","Acanthonus","0","0",NA,NA
"134","PP083225","Acanthonus armatus","species",NA,"Acanthonus armatus","Acanthonus armatus","Acanthonus armatus",158998,"accepted","Günther, 1878","Eukaryota","Chordata","Teleostei","Ophidiiformes","Acanthonidae","Acanthonus","0","0",NA,NA
"135","AF381075","Acanthopagrus","genus",NA,"Acanthopagrus sp. CTJ-2008","Acanthopagrus","Acanthopagrus",206669,"accepted","Peters, 1855","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"136","OM831017","Acanthopagrus arabicus","species",NA,"Acanthopagrus arabicus","Acanthopagrus arabicus","Acanthopagrus arabicus",835123,"accepted","Iwatsuki, 2013","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"137","OM831016","Acanthopagrus arabicus","species",NA,"Acanthopagrus arabicus","Acanthopagrus arabicus","Acanthopagrus arabicus",835123,"accepted","Iwatsuki, 2013","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"138","OM831018","Acanthopagrus arabicus","species",NA,"Acanthopagrus arabicus","Acanthopagrus arabicus","Acanthopagrus arabicus",835123,"accepted","Iwatsuki, 2013","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"139","AF381055","Acanthopagrus australis","species",NA,"Acanthopagrus australis","Acanthopagrus australis","Acanthopagrus australis",279070,"accepted","(Günther, 1859)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"140","AF381070","Acanthopagrus berda","species",NA,"Acanthopagrus berda","Acanthopagrus berda","Acanthopagrus berda",218588,"accepted","(Forsskål, 1775)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"141","LC649152","Acanthopagrus bifasciatus","species",NA,"Acanthopagrus bifasciatus","Acanthopagrus bifasciatus","Acanthopagrus bifasciatus",218589,"accepted","(Forsskål, 1775)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"142","MH248203","Acanthopagrus bifasciatus","species",NA,"Acanthopagrus bifasciatus","Acanthopagrus bifasciatus","Acanthopagrus bifasciatus",218589,"accepted","(Forsskål, 1775)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"143","EF506764","Acanthopagrus latus","species",NA,"Acanthopagrus latus","Acanthopagrus latus","Acanthopagrus latus",218587,"accepted","(Houttuyn, 1782)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"144","AF381090","Acanthopagrus latus","species",NA,"Acanthopagrus latus","Acanthopagrus latus","Acanthopagrus latus",218587,"accepted","(Houttuyn, 1782)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"145","LC458140","Acanthopagrus pacificus","species",NA,"Acanthopagrus pacificus","Acanthopagrus pacificus","Acanthopagrus pacificus",712728,"accepted","Iwatsuki, Kume & Yoshino, 2010","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"146","LC680889","Acanthopagrus schlegelii","species",NA,"Acanthopagrus schlegelii","Acanthopagrus schlegelii","Acanthopagrus schlegelii",293534,"accepted","(Bleeker, 1854)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"147","AF381097","Acanthopagrus schlegelii","species",NA,"Acanthopagrus schlegelii","Acanthopagrus schlegelii","Acanthopagrus schlegelii",293534,"accepted","(Bleeker, 1854)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"148","AF381099","Acanthopagrus schlegelii","species",NA,"Acanthopagrus schlegelii","Acanthopagrus schlegelii","Acanthopagrus schlegelii",293534,"accepted","(Bleeker, 1854)","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"149","OM831031","Acanthopagrus sheim","species",NA,"Acanthopagrus sheim","Acanthopagrus sheim","Acanthopagrus sheim",835125,"accepted","Iwatsuki, 2013","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"150","OM831029","Acanthopagrus sheim","species",NA,"Acanthopagrus sheim","Acanthopagrus sheim","Acanthopagrus sheim",835125,"accepted","Iwatsuki, 2013","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"151","OM831035","Acanthopagrus sheim","species",NA,"Acanthopagrus sheim","Acanthopagrus sheim","Acanthopagrus sheim",835125,"accepted","Iwatsuki, 2013","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"152","LC710274","Acanthopagrus sivicolus","species",NA,"Acanthopagrus sivicolus","Acanthopagrus sivicolus","Acanthopagrus sivicolus",279074,"accepted","Akazaki, 1962","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"153","LC340170","Acanthopagrus taiwanensis","species",NA,"Acanthopagrus taiwanensis","Acanthopagrus taiwanensis","Acanthopagrus taiwanensis",279075,"accepted","Iwatsuki & Carpenter, 2006","Eukaryota","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Acanthopagrus","0","0",NA,NA
"154","LC026670","Acanthoplesiops psilogaster","species",NA,"Acanthoplesiops psilogaster","Acanthoplesiops psilogaster","Acanthoplesiops psilogaster",276757,"accepted","Hardy, 1985","Eukaryota","Chordata","Teleostei","Ovalentaria incertae sedis","Plesiopidae","Acanthoplesiops","0","0",NA,NA
"155","OP028121","Acanthopsetta nadeshnyi","species",NA,"Acanthopsetta nadeshnyi","Acanthopsetta nadeshnyi","Acanthopsetta nadeshnyi",279481,"accepted","Schmidt, 1904","Eukaryota","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Acanthopsetta","0","0",NA,NA
"156","LC049625","Acanthopsetta nadeshnyi","species",NA,"Acanthopsetta nadeshnyi","Acanthopsetta nadeshnyi","Acanthopsetta nadeshnyi",279481,"accepted","Schmidt, 1904","Eukaryota","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Acanthopsetta","0","0",NA,NA
"157","KT600930","Acanthostracion polygonium","species",NA,"Acanthostracion polygonius","Acanthostracion polygonius","Acanthostracion polygonius",1577312,"unaccepted","Poey, 1876","Eukaryota","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Acanthostracion","0","0",NA,NA
"158","PV662073","Acanthostracion quadricornis","species",NA,"Acanthostracion quadricornis","Acanthostracion quadricornis","Acanthostracion quadricornis",158920,"accepted","(Linnaeus, 1758)","Eukaryota","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Acanthostracion","0","0",NA,NA
"159","OQ303680","Acanthostracion quadricornis","species",NA,"Acanthostracion quadricornis","Acanthostracion quadricornis","Acanthostracion quadricornis",158920,"accepted","(Linnaeus, 1758)","Eukaryota","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Acanthostracion","0","0",NA,NA
"160","OP035106","Acanthurus achilles","species",NA,"Acanthurus achilles","Acanthurus achilles","Acanthurus achilles",272957,"accepted","Shaw, 1803","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"161","OP035278","Acanthurus bahianus","species",NA,"Acanthurus bahianus","Acanthurus bahianus","Acanthurus bahianus",159578,"accepted","Castelnau, 1855","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"162","LC726204","Acanthurus bariene","species",NA,"Acanthurus bariene","Acanthurus bariene","Acanthurus bariene",219637,"accepted","Lesson, 1831","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"163","LC278264","Acanthurus bariene","species",NA,"Acanthurus bariene","Acanthurus bariene","Acanthurus bariene",219637,"accepted","Lesson, 1831","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"164","OP035224","Acanthurus blochii","species",NA,"Acanthurus blochii","Acanthurus blochii","Acanthurus blochii",219639,"accepted","Valenciennes, 1835","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"165","MT656112","Acanthurus blochii","species",NA,"Acanthurus blochii","Acanthurus blochii","Acanthurus blochii",219639,"accepted","Valenciennes, 1835","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"166","LC049707","Acanthurus blochii","species",NA,"Acanthurus blochii","Acanthurus blochii","Acanthurus blochii",219639,"accepted","Valenciennes, 1835","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"167","AB972124","Acanthurus blochii","species",NA,"Acanthurus blochii","Acanthurus blochii","Acanthurus blochii",219639,"accepted","Valenciennes, 1835","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"168","MZ597912","Acanthurus blochii","species",NA,"Acanthurus blochii","Acanthurus blochii","Acanthurus blochii",219639,"accepted","Valenciennes, 1835","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"169","OP056937","Acanthurus chirurgus","species",NA,"Acanthurus chirurgus","Acanthurus chirurgus","Acanthurus chirurgus",159580,"accepted","(Bloch, 1787)","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"170","OP035153","Acanthurus coeruleus","species",NA,"Acanthurus coeruleus","Acanthurus coeruleus","Acanthurus coeruleus",159581,"accepted","Bloch & Schneider, 1801","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
"171","OP035072","Acanthurus dussumieri","species",NA,"Acanthurus dussumieri","Acanthurus dussumieri","Acanthurus dussumieri",219641,"accepted","Valenciennes, 1835","Eukaryota","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Acanthurus","0","0",NA,NA
