accepted_name,verbatim_name,taxonomic_status,species,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id,region
Coregonus pidschian,Coregonus pidschian,accepted,Coregonus pidschian,species,Teleostei,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,254568,480040,Gulf of Alaska
Sebastes mystinus,Sebastes mystinus,accepted,Sebastes mystinus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274823,72088,Gulf of Alaska
Alosa sapidissima,Alosa sapidissima,accepted,Alosa sapidissima,species,Teleostei,Clupeiformes,Alosidae,Alosa,TRUE,TRUE,TRUE,158670,34773,Gulf of Alaska
Bathymaster leurolepis,Bathymaster leurolepis,accepted,Bathymaster leurolepis,species,Teleostei,Perciformes,Bathymasteridae,Bathymaster,TRUE,FALSE,FALSE,254512,641271,Gulf of Alaska
Oneirodes thompsoni,Oneirodes thompsoni,accepted,Oneirodes thompsoni,species,Teleostei,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,254554,412658,Gulf of Alaska
Liparis florae,Liparis florae,accepted,Liparis florae,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274513,320618,Gulf of Alaska
Liparis pulchellus,Liparis pulchellus,accepted,Liparis pulchellus,species,Teleostei,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274533,433402,Gulf of Alaska
Icichthys lockingtoni,Icichthys lockingtoni,accepted,Icichthys lockingtoni,species,Teleostei,Scombriformes,Centrolophidae,Icichthys,TRUE,FALSE,FALSE,279354,302051,Gulf of Alaska
Bryozoichthys lysimus,Bryozoichthys lysimus,accepted,Bryozoichthys lysimus,species,Teleostei,Perciformes,Stichaeidae,Bryozoichthys,TRUE,FALSE,FALSE,279418,1317002,Gulf of Alaska
Eumicrotremus asperrimus,Eumicrotremus asperrimus,accepted,Eumicrotremus asperrimus,species,Teleostei,Perciformes,Cyclopteridae,Eumicrotremus,TRUE,FALSE,FALSE,254533,1302273,Gulf of Alaska
Psychrolutes phrictus,Psychrolutes phrictus,accepted,Psychrolutes phrictus,species,Teleostei,Perciformes,Psychrolutidae,Psychrolutes,TRUE,FALSE,FALSE,274678,320385,Gulf of Alaska
Clinocottus embryum,Clinocottus embryum,accepted,Clinocottus embryum,species,Teleostei,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280220,459046,Gulf of Alaska
Salvelinus alpinus,Salvelinus alpinus,accepted,Salvelinus alpinus,species,Teleostei,Salmoniformes,Salmonidae,Salvelinus,TRUE,TRUE,TRUE,127188,8036,Gulf of Alaska
Trachipterus altivelis,Trachipterus altivelis,accepted,Trachipterus altivelis,species,Teleostei,Lampriformes,Trachipteridae,Trachipterus,TRUE,FALSE,FALSE,272531,320416,Gulf of Alaska
Careproctus phasma,Careproctus phasma,accepted,Careproctus phasma,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274460,1311423,Gulf of Alaska
Sebastes paucispinis,Sebastes paucispinis,accepted,Sebastes paucispinis,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274833,72093,Gulf of Alaska
Melamphaes lugubris,Melamphaes lugubris,accepted,Melamphaes lugubris,species,Teleostei,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274932,319444,Gulf of Alaska
Macropinna microstoma,Macropinna microstoma,accepted,Macropinna microstoma,species,Teleostei,Argentiniformes,Opisthoproctidae,Macropinna,TRUE,FALSE,FALSE,281482,557410,Gulf of Alaska
Clupea harengus,Clupea harengus,accepted,Clupea harengus,species,Teleostei,Clupeiformes,Clupeidae,Clupea,TRUE,TRUE,FALSE,126417,7950,Gulf of Alaska
Odontopyxis trispinosa,Odontopyxis trispinosa,accepted,Odontopyxis trispinosa,species,Teleostei,Perciformes,Agonidae,Odontopyxis,TRUE,FALSE,FALSE,281836,320620,Gulf of Alaska
Myzopsetta proboscidea,Myzopsetta proboscidea,accepted,Myzopsetta proboscidea,species,Teleostei,Pleuronectiformes,Pleuronectidae,Myzopsetta,TRUE,FALSE,FALSE,319505,641108,Gulf of Alaska
Citharichthys stigmaeus,Citharichthys stigmaeus,accepted,Citharichthys stigmaeus,species,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275696,319775,Gulf of Alaska
Lycodapus fierasfer,Lycodapus fierasfer,accepted,Lycodapus fierasfer,species,Teleostei,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279389,433411,Gulf of Alaska
Hypomesus pretiosus,Hypomesus pretiosus,accepted,Hypomesus pretiosus,species,Teleostei,Osmeriformes,Osmeridae,Hypomesus,TRUE,TRUE,FALSE,279422,300346,Gulf of Alaska
Avocettina infans,Avocettina infans,accepted,Avocettina infans,species,Teleostei,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,126304,121280,Gulf of Alaska
Oncorhynchus mykiss,Oncorhynchus mykiss,accepted,Oncorhynchus mykiss,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,127185,8022,Gulf of Alaska
Scopelosaurus adleri,Scopelosaurus adleri,accepted,Scopelosaurus adleri,species,Teleostei,Aulopiformes,Notosudidae,Scopelosaurus,TRUE,FALSE,FALSE,254552,NA,Gulf of Alaska
Synchirus gilli,Synchirus gilli,accepted,Synchirus gilli,species,Teleostei,Perciformes,Cottidae,Synchirus,TRUE,FALSE,FALSE,282921,740936,Gulf of Alaska
Leuroglossus stilbius,Leuroglossus stilbius,accepted,Leuroglossus stilbius,species,Teleostei,Argentiniformes,Bathylagidae,Leuroglossus,TRUE,FALSE,FALSE,313514,301819,Gulf of Alaska
Bathyraja minispinosa,Bathyraja minispinosa,accepted,Bathyraja minispinosa,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271524,341248,Gulf of Alaska
Sagamichthys abei,Sagamichthys abei,accepted,Sagamichthys abei,species,Teleostei,Alepocephaliformes,Platytroctidae,Sagamichthys,TRUE,FALSE,FALSE,234630,319782,Gulf of Alaska
Bathyraja lindbergi,Bathyraja lindbergi,accepted,Bathyraja lindbergi,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271517,341245,Gulf of Alaska
Sebastes caurinus,Sebastes caurinus,accepted,Sebastes caurinus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274780,72063,Gulf of Alaska
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,species,Teleostei,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,88708,Gulf of Alaska
Artedius lateralis,Artedius lateralis,accepted,Artedius lateralis,species,Teleostei,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279702,322683,Gulf of Alaska
Cololabis saira,Cololabis saira,accepted,Cololabis saira,species,Teleostei,Beloniformes,Scomberesocidae,Cololabis,TRUE,FALSE,FALSE,280366,129043,Gulf of Alaska
Phytichthys chirus,Phytichthys chirus,accepted,Phytichthys chirus,species,Teleostei,Perciformes,Stichaeidae,Phytichthys,TRUE,FALSE,FALSE,282255,1738904,Gulf of Alaska
Coryphaenoides armatus,Coryphaenoides armatus,accepted,Coryphaenoides armatus,species,Teleostei,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,158952,76798,Gulf of Alaska
Enophrys lucasi,Enophrys lucasi,accepted,Enophrys lucasi,species,Teleostei,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,254518,980327,Gulf of Alaska
Chirolophis nugator,Chirolophis nugator,accepted,Chirolophis nugator,species,Teleostei,Perciformes,Stichaeidae,Chirolophis,TRUE,FALSE,FALSE,254577,433395,Gulf of Alaska
Enophrys bison,Enophrys bison,accepted,Enophrys bison,species,Teleostei,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,275355,320617,Gulf of Alaska
Spectrunculus grandis,Spectrunculus grandis,accepted,Spectrunculus grandis,species,Teleostei,Ophidiiformes,Ophidiidae,Spectrunculus,TRUE,FALSE,FALSE,126678,557426,Gulf of Alaska
Hydrolagus colliei,Hydrolagus colliei,accepted,Hydrolagus colliei,species,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,TRUE,FALSE,FALSE,271406,7873,Gulf of Alaska
Aristostomias scintillans,Aristostomias scintillans,accepted,Aristostomias scintillans,species,Teleostei,Stomiiformes,Stomiidae,Aristostomias,TRUE,FALSE,FALSE,275007,319440,Gulf of Alaska
Porichthys notatus,Porichthys notatus,accepted,Porichthys notatus,species,Teleostei,Batrachoidiformes,Batrachoididae,Porichthys,TRUE,FALSE,FALSE,275658,45384,Gulf of Alaska
Arctozenus risso,Arctozenus risso,accepted,Arctozenus risso,species,Teleostei,Aulopiformes,Paralepididae,Arctozenus,TRUE,FALSE,FALSE,126352,473348,Gulf of Alaska
Nansenia candida,Nansenia candida,accepted,Nansenia candida,species,Teleostei,Argentiniformes,Microstomatidae,Nansenia,TRUE,FALSE,FALSE,272926,557352,Gulf of Alaska
Coregonus sardinella,Coregonus sardinella,accepted,Coregonus sardinella,species,Teleostei,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,127181,241494,Gulf of Alaska
Bathyraja kincaidii,Bathyraja kincaidii,accepted,Bathyraja kincaidii,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,298828,1154593,Gulf of Alaska
Hippoglossoides robustus,Hippoglossoides robustus,accepted,Hippoglossoides robustus,species,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,TRUE,FALSE,FALSE,254561,382953,Gulf of Alaska
Sebastes elongatus,Sebastes elongatus,accepted,Sebastes elongatus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274788,72070,Gulf of Alaska
Oncorhynchus clarkii,Oncorhynchus clarkii,accepted,Oncorhynchus clarkii,species,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,TRUE,TRUE,274347,30962,Gulf of Alaska
Careproctus spectrum,Careproctus spectrum,accepted,Careproctus spectrum,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274477,NA,Gulf of Alaska
Paraliparis cephalus,Paraliparis cephalus,accepted,Paraliparis cephalus,species,Teleostei,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274562,1154600,Gulf of Alaska
Syngnathus californiensis,Syngnathus californiensis,accepted,Syngnathus californiensis,species,Teleostei,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,FALSE,FALSE,275218,320413,Gulf of Alaska
Radulinus boleoides,Radulinus boleoides,accepted,Radulinus boleoides,species,Teleostei,Perciformes,Cottidae,Radulinus,TRUE,FALSE,FALSE,282542,980343,Gulf of Alaska
Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,accepted,Scorpaenichthys marmoratus,species,Teleostei,Perciformes,Jordaniidae,Scorpaenichthys,TRUE,FALSE,FALSE,282726,NA,Gulf of Alaska
Bathymaster caeruleofasciatus,Bathymaster caeruleofasciatus,accepted,Bathymaster caeruleofasciatus,species,Teleostei,Perciformes,Bathymasteridae,Bathymaster,TRUE,FALSE,FALSE,279415,1188226,Gulf of Alaska
Occella dodecaedron,Occella dodecaedron,accepted,Occella dodecaedron,species,Teleostei,Perciformes,Agonidae,Occella,TRUE,FALSE,FALSE,254398,1633468,Gulf of Alaska
Protomyctophum crockeri,Protomyctophum crockeri,accepted,Protomyctophum crockeri,species,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,TRUE,FALSE,FALSE,272731,91656,Gulf of Alaska
Careproctus cypselurus,Careproctus cypselurus,accepted,Careproctus cypselurus,species,Teleostei,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274421,433400,Gulf of Alaska
Sebastes melanostomus,Sebastes melanostomus,accepted,Sebastes melanostomus,species,Teleostei,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274819,72086,Gulf of Alaska
Elassodiscus caudatus,Elassodiscus caudatus,accepted,Elassodiscus caudatus,species,Teleostei,Perciformes,Liparidae,Elassodiscus,TRUE,FALSE,FALSE,280629,446812,Gulf of Alaska
Lestidiops ringens,Lestidiops ringens,accepted,Lestidiops ringens,species,Teleostei,Aulopiformes,Paralepididae,Lestidiops,TRUE,FALSE,FALSE,272096,319759,Gulf of Alaska
Hemilepidotus zapus,Hemilepidotus zapus,accepted,Hemilepidotus zapus,species,Teleostei,Perciformes,Cottidae,Hemilepidotus,TRUE,FALSE,FALSE,279414,274760,Gulf of Alaska
Erilepis zonifer,Erilepis zonifer,accepted,Erilepis zonifer,species,Teleostei,Perciformes,Anoplopomatidae,Erilepis,TRUE,FALSE,FALSE,280700,270543,Gulf of Alaska
Squalus suckleyi,Squalus suckleyi,accepted,Squalus suckleyi,species,Elasmobranchii,Squaliformes,Squalidae,Squalus,TRUE,TRUE,FALSE,299224,7798,Gulf of Alaska
Amblyraja hyperborea,Amblyraja hyperborea,accepted,Amblyraja hyperborea,species,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,TRUE,FALSE,FALSE,105863,315322,Gulf of Alaska
Scopelengys tristis,Scopelengys tristis,accepted,Scopelengys tristis,species,Teleostei,Myctophiformes,Neoscopelidae,Scopelengys,TRUE,FALSE,FALSE,126636,123230,Gulf of Alaska
